Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Luiz Otávio,13,br  BRA,CB,2020,Ceará,Matchweek 1,Sport Recife,Ceará,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
